longitude,latitude,code,name,type,phone,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
-123.244,55.495,HEAT,Heather - Heather Dina Lakes Provincial Park,PP,250.614.9918,,,5,2343,NR,BC,,,
-120.037,50.838,HEFF,Heffley Lake NE.,SF,,,2wd OK-RVs can access,20,3100,NH ND PT NW NS NR L$,BC,10.1,E,Heffley Creek
-121.629,51.787,HELE,Helena Lake,SF,,,2wd OK-RVs can access,15,3100,NH ND PT NW NS NR L$,BC,17.4,NW,100 Mile House
-120.655,50.316,HELM,Helmer Lake,SF,,,2wd OK-RVs can access,8,4400,NH ND PT NW NS NR N$,BC,,,
-120.963,52.473,HENI,Hen Ingram Lake,SF,,,2wd OK-RVs can access,10,3000,NH ND PT NW NS NR N$,BC,,,
-119.204,50.787,HERA,Herald Provincial Park,PP,250 546.3790,,,119,,RS,BC,2.7,N,Canoe
-121.709,49.347,HICK,Hicks Lake - Sasquatch Provincial Park,PP,604.986.9371,,,71,,NR,BC,4.7,NE,Harrison Hot Springs
-121.085,51.048,HIHI,Hihium Lake S.,SF,,,2wd OK-RVs can access,20,4500,NH ND PT NW NS NR N$,BC,42.1,S,100 Mile House
-123.833,53.849,HOGS,Hogsback Lake,SF,,,2wd OK-swimming,10,2700,NH ND PT NW NS NR N$,BC,13.5,SE,Vanderhoof
-115.474,50.153,HOME,Home Basin - Whiteswan Provincial Park,PP,250.422.3003,,,104,3781,NR,BC,,,
-119.513,51.264,HONE,Honeymoon Bay,SF,,,2wd OK,13,,NH ND PT NW NS NR L$,BC,,,
-116.563,51.225,HOOD,Hoodoo Creek - Yoho National Park,CNP,250.343.6783,,,30,3729,VT NR,BC,12.3,S,Field
-124.71,51.79,HORN,Horn Lake,SF,,,2wd OK-RVs can access,15,3100,NH ND PT NW NS NR L$,BC,10.9,S,Kleena Kleene
-119.035,52.686,HORC,Horse Creek Rec. Site,SF,,,2wd OK,23,2500,NH ND PT NW NS NR L$,BC,,,
-121.29,52.385,HORS,Horsefly Lake Provincial Park,PP,250.397.2523,,,23,2618,NR,BC,6.5,NE,Horsefly
-121.056,52.293,HORF,Horsefly River,SF,,,2wd OK-RVs can access,5,2800,NH ND PT NW NS NR N$,BC,15.5,E,Horsefly
-120.012,49.155,HORS,Horseshoe Canyon,SF,,,2wd OK,5,2200,NH ND PT NW NS NR L$,BC,8.9,W,Keremeos
-122.125,52.384,HOWE,Howes Lake,SF,,,2wd OK-RVs can access,8,3300,NH ND PT NW NS NR N$,BC,21.1,NW,150 Mile House
-116.945,50.302,HOWS,Howser Park,SF,,,2wd OK,5,2000,NH ND PT NW NS NR N$,BC,,,
-119.173,49.777,HYDR,Hydraulic Lake,SF,,,2wd OK-RVs can access,18,4100,NH ND PT NW NS NR L$,BC,22.7,NE,Naramata
-126.811,50.458,IDAL,Ida Lake,SF,,,2wd OK,8,,NH ND PT NW NS NR N$,BC,,,
-119.299,49.51,IDLE,Idleback Lake,SF,,,2wd OK-RVs can access,13,4700,NH ND PT NW NS NR N$,BC,10.8,NW,Beaverdell
-117.489,51.271,ILLE,Illecillewaet  - Glacier National Park,CNP,250.837.7500,,,60,5453,NH FT DW NR,BC,,,
-121.636,56.618,INGA,Inga Lake,SF,,,2wd OK-RVs can access,18,2700,NH ND PT NW NS NR N$,BC,10.2,SE,Wonowon
-119.543,49.226,INKA,Inkaneep Provincial Park,PP,250.548.0076,,,7,,NR,BC,3.1,N,Oliver
-122.006,49.027,INTE,International Ridge Provincial Park,PP,,,,,,NR,BC,0.7,SE,Lindell Beach
-124.661,54.979,INZA,Inzana Lake,SF,,,2wd OK,5,2900,NH ND PT NW NS NR N$,BC,,,
-119.976,49.545,ISIN,Isintok Lake,SF,,,2wd OK,5,5500,NH ND PT NW NS NR N$,BC,,,
-119.18,50.094,ISL1,Island Lake,SF,,,2wd OK,8,4400,NH ND PT NW NS NR N$,BC,20,NE,Kelowna
-120.286,49.925,ISL2,Island Lake,SF,,,2wd OK,8,4900,NH ND PT NW NS NR N$,BC,17,S,Douglas Lake
-123.375,48.573,ISLV,Island View Beach Regional Park,CP,250.478.3344,mid may-mid sep,swim - tents,45,,NH FT PA,BC,,,Saanich
-120.405,50.846,ISOB,Isobel Lake,SF,,,,20,3300,NH ND PT NW NS NR L$,BC,,,
-119.804,49.92,JACL,Jackpine Lake,SF,,,2wd OK,10,4300,NH ND PT NW NS NR L$,BC,,,
-122.07,52.435,JACH,Jacksons Hole,SF,,,2wd OK-RVs can access,8,3000,NH ND PT NW NS NR N$,BC,,,
-121.768,52.547,JACO,Jacobie Lake,SF,,,2wd OK-RVs can access,8,3700,NH ND PT NW NS NR N$,BC,,,
-121.119,52.47,JACQ,Jacques Lake,SF,,,2wd OK-RVs can access,8,2900,NH ND PT NW NS NR N$,BC,15.8,NE,Horsefly
-118.622,49.168,JEWE,Jewel Lake Provincial Park,PP,250.548.0076,,,26,3812,NR,BC,6.1,NE,Greenwood
-115.842,49.484,JIMS,Jimsmith Lake Provincial Park,PP,250.422.3003,,,28,,NR,BC,,,
-115.763,49.955,JOHN,Johnson Lake,SF,,,2wd OK-RVs use caution,5,2700,NH ND PT NW NS NR N$,BC,3.2,NW,Skookumchuck
-119.058,49.046,JOHN,Johnstone Creek Provincial Park,PP,250.548.0076,,,16,3002,NR,BC,4.3,E,Bridesville
-126.248,50.439,JUNC,Junction Pool,SF,,,2wd OK-swimming,8,,NH ND PT NW NS NR N$,BC,,,
-121.077,50.783,JUNI,Juniper Beach Provincial Park,PP,250.457.6794,,,30,,NR,BC,4.3,NW,Walhachin
-132.153,53.242,KAGA,Kagan Bay,SF,,,2wd OK,5,,NH ND PT NW NS NR N$,BC,,,
-125.704,54.239,KAGE,Kager Lake,SF,,,,13,2700,NH ND PT NW NS NR N$,BC,2.4,E,Burns Lake
-124.268,54.98,KALD,Kalder Lake,SF,,,2wd OK,5,3100,NH ND PT NW NS NR N$,BC,,,
-120.7,49.978,KANE,Kane Lake,SF,,,2wd OK-RVs can access,8,3700,NH ND PT NW NS NR L$,BC,16.2,SW,Quilchena
-119.338,50.184,KEKU,Kekuli Bay Provincial Park,PP,250.545.8467,,,70,,RS,BC,,,
-120.565,49.911,KENT,Kentucky Alleyne Provincial Park,PP,250.378.5334,,,58,,NR,BC,,,
-118.982,49.112,KETT,Kettle River Provincial Park Rec Area,PP,250.548.0076,,,87,2015,RS,BC,4,S,Westbridge
-127.767,55.205,KEYN,Keynton Lake,SF,,,2wd OK-swimming,8,,NH ND PT NW NS NR N$,BC,5.9,SW,Gitanmaax
-124.139,49.884,KHAR,Khartoum Lake,SF,,,2wd OK,10,,NH ND PT NW NS NR N$,BC,,,
-116.442,51.421,KICK,Kicking Horse - Yoho National Park,CNP,250.343.6783,,,88,4152,FT NR,BC,2.6,NE,Field
-115.24,49.254,KIKO,Kikomun Creek Provincial Park,PP,250.422.3003,,,105,,RS,BC,,,
-121.958,49.236,KILB,Kilby Provincial Park,PP,604.796.9576,,,22,,NR,BC,0.7,SW,Harrison Mills
-124.894,49.729,KIN,Kin Beach Provincial Park,PP,250.339.6365,,,18,,NR,BC,4.1,N,Comox
-130.222,57.503,KINA,Kinaskan Lake Provincial Park,PP,250.638.8490,,,50,2786,NR,BC,,,
-120.571,55.96,KISK,Kiskatinaw Provincial Park,PP,250.843.0074,,,28,1999,NR,BC,4.5,NW,Farmington
-124.997,49.789,KITT,Kitty Coleman Beach Provincial Park,PP,250.338.1332,,,65,,NR,BC,7.2,N,Courtenay
-128.401,54.595,KLEA,Kleanza Creek Provincial Park,PP,250.638.8490,,,32,,NR,BC,9.7,NE,Terrace
-123.967,49.728,KLEI,Klein Lake,SF,,,,23,,NH ND PT NW NS NR L$,BC,19.9,NW,Sechelt
-125.053,55.058,KLOC,Kloch Lake,SF,,,2wd OK,8,2800,NH ND PT NW NS NR N$,BC,,,
-124.939,53.575,KNEW,Knewstubb Lake,SF,,,2wd OK,8,2800,NH ND PT NW NS NR N$,BC,,,
-117.126,49.605,KOKA,Kokanee Creek Provincial Park,PP,250.825.4212,,,168,,RS,BC,10.8,NE,Nelson
-117.275,49.196,KPPK,KP Park Municipal Campground,CP,250.357.9433,,tents,7,2150,NH VT DW SH PA,BC,,,Salmo
-124.565,53.132,KUYA,Kuyakuz Lake,SF,,,2wd OK,8,3600,NH ND PT NW NS NR N$,BC,,,
-121.803,50.669,KWOT,Kwotlenemo Lake,SF,,,,23,3000,NH ND PT NW NS NR L$,BC,6,E,Lillooet
-121.639,51.86,LACH,Lac La Hache Provincial Park,PP,250.397.2523,,,83,2759,RS,BC,7.8,NW,Lac La Hache
-120.488,50.487,LACJ,Lac Le Jeune Provincial Park,PP,250.828.9533,,,144,4305,RS,BC,14.4,E,Logan Lake
-128.534,54.385,LAKL,Lakelse Lake Provincial Park,PP,250.638.8490,,,186,,RS,BC,9.6,S,Terrace
-124.076,48.819,LAKP,Lakeview Park,CP,250.749.3350,,,,,RS,BC,2.3,E,Mesachie Lake
-119.712,49.955,LAMB,Lambly Lake,SF,,,2wd OK-RVs can access,18,3800,NH ND PT NW NS NR L$,BC,26.8,SE,Douglas Lake
-115.795,49.954,LARC,Larchwood Lake,SF,,,,10,2800,NH ND PT NW NS NR N$,BC,3.9,NW,Skookumchuck
-120.68,53.523,LASA,Lasalle Lakes W.,SF,,,2wd OK-RVs can access,20,2800,NH ND PT NW NS NR N$,BC,,,
-118.915,49.593,LASS,Lassie Lake,SF,,,2wd OK,8,4300,NH ND PT NW NS NR N$,BC,13.4,NE,Beaverdell
-120.338,51.495,LATR,Latremouille Lake,SF,,,2wd OK-RVs can access,10,4000,NH ND PT NW NS NR N$,BC,7.5,NW,Little Fort
-124.344,53.488,LAVO,Lavoie Lake,SF,,,2wd OK,5,3300,NH ND PT NW NS NR N$,BC,40.6,S,Fort Fraser
-115.625,49.826,LAZY,Lazy Lake,SF,,,2wd OK-RVs can access,13,3000,NH ND PT NW NS NR L$,BC,,,
-126.626,49.916,LEIN,Leiner River,SF,,,2wd OK-swimming,8,,NH ND PT NW NS NR N$,BC,1.6,SE,Tahsis
-126.097,59.422,LIAR,Liard River Hot Springs Provincial Park,PP,250.776.7000,,,53,1534,RS,BC,,,
-122.078,53.018,LIGH,Lightning Creek,SF,,,2wd OK,8,2700,NH ND PT NW NS NR N$,BC,,,
-120.844,49.062,LIGH,Lightning Lake - Manning Provincial Park,PP,604.795.6161,,,,4161,RS,BC,2.8,W,Manning Park
-116.098,50.503,LILL,Lillian Lake,SF,,,2wd OK,5,3100,NH ND PT NW NS NR N$,BC,,,
-120.233,49.708,LINK,Link Lake,SF,,,2wd OK,10,3600,NH ND PT NW NS NR L$,BC,25.8,W,Summerland
-123.601,53.457,LINT,Lintz Lake,SF,,,2wd OK,13,3100,NH ND PT NW NS NR N$,BC,,,
-125.518,50.338,LITT,Little Bear Bay,SF,,,2wd OK-RVs can access,10,,NH ND PT NW NS NR N$,BC,,,
-121.905,51.352,LITB,Little Big Bar Lake,SF,,,2wd OK-RVs can access,5,3500,NH ND PT NW NS NR N$,BC,22.2,W,70 Mile House
-124.548,49.313,LITT,Little Qualicum Falls Provincial Park,PP,250 474.1336,,,95,,RS,BC,,,
-117.687,49.648,LITS,Little Slocan,SF,,,2wd OK -,5,2100,NH ND PT NW NS NR N$,BC,,,
-124.224,48.605,LIZA,Lizard Lake,SF,,,RVs can access,27,,NH ND PT NW NS NR L$,BC,,,
-116.787,49.509,LOCK,Lockhart Beach Provincial Park,PP,250.422.3003,,,18,,NR,BC,8.4,S,Gray Creek
-120.521,50.517,LODG,Lodgepole Lake,SF,,,2wd OK,10,4600,NH ND PT NW NS NR N$,BC,13,E,Logan Lake
-121.64,50.011,LOGC,Log Creek,SF,,,2wd OK-RVs can access,5,,NH ND PT NW NS NR L$,BC,15.6,S,Lytton
-124.3,49.805,LOIS,Lois Lake,SF,,,2wd OK-RVs can access,15,,NH ND PT NW NS NR N$,BC,10.2,E,Powell River
-125.555,50.013,LONG,Long Point,SF,,,2wd OK,5,,NH ND PT NW NS NR N$,BC,,,
-125.551,50.027,LOON,Loon Bay,SF,,,2wd OK-RVs can access,8,,NH ND PT NW NS NR N$,BC,,,
-115.111,49.114,LOLA,Loon Lake,SF,,,2wd OK-RVs can access,40,2800,NH ND PT NW NS NR L$,BC,1.6,NW,Grasmere
-116.807,51.058,LOOL,Loon Lake,SF,,,2wd OK,5,4100,NH ND PT NW NS NR N$,BC,7.5,W,Parson
-117.535,51.258,LOOP,Loop Brook - Glacier National Park,CNP,250.837.7500,,,20,3919,NH FT DW NR,BC,,,
-120.61,51.743,LORI,Lorin Lake,SF,,,2wd OK-small RVs can access,10,4200,NH ND PT NW NS NR N$,BC,,,
-116.936,50.094,LOST,Lost Ledge - Kootenay Lake Provincial Park,PP,250.825.4212,,,,1909,NR,BC,20.6,E,New Denver
-125.449,50.051,LOVE,Loveland Bay Provincial Park,PP,250 474.1336,,,31,,RS,BC,,,
-126.445,50.177,LOWK,Lower Klaklakama,SF,,,2wd OK,5,,NH ND PT NW NS NR N$,BC,,,
-125.132,49.388,LOWR,Lowry Lake,SF,,,2wd OK-swimming,5,,NH ND PT NW NS NR N$,BC,,,
-118.577,52.849,LUCE,Lucerne - Mount Robson Provincial Park,PP,250.566.4811,,,36,3670,NR,BC,,,
-120.609,50.091,LUNE,Lundbom Lake E.,SF,,,2wd OK-RVs can access,25,3700,NH ND PT NW NS NR L$,BC,7.6,SW,Quilchena
-120.624,50.082,LUNW,Lundbom Lake W.,SF,,,2wd OK-RVs can access,25,3700,NH ND PT NW NS NR L$,BC,8.5,SW,Quilchena
-118.73,50.456,MABL,Mable Lake Provincial Park,PP,250.547.6862,,,81,,NR,BC,17.6,NE,Lumby
-125.77,58.981,MACD,MacDonald - Muncho Lake Provincial Park,PP,250.776.7000,,,15,2692,NR,BC,,,
-120.03,49.886,MACD,Macdonald Lake,SF,,,2wd OK,5,5700,NH ND PT NW NS NR N$,BC,,,
-119.63,49.231,MADD,Madden Lake,SF,,,2wd OK-rough access road,8,2800,NH ND PT NW NS NR N$,BC,6.5,NE,Cawston
-120.525,51.883,MAHO,Mahood Lake - Wells Gray Provincial Park,PP,250.674.2194,,,34,2079,NR,BC,,,
-122.006,49.033,MAPL,Maple Bay - Cultus Lake Provincial Park,PP,604.986.9371,,,,,RS,BC,13.8,SW,Rosedale
-124.286,48.895,MAPL,Maple Grove,SF,,,2wd OK-small RVs can access,60,,NH ND PT NW NS NR L$,BC,4.4,NW,Youbou
-116.114,51.187,MARK,Marble Canyon - Kootenay National Park,CNP,250.347.9505,,,61,4941,NH FT NR,BC,,,
-121.693,50.834,MARB,Marble Canyon Provincial Park,PP,250.378.5334,,,30,2702,NR,BC,6.6,SE,Pavilion
-127.434,50.528,MARB,Marble River,SF,,,2wd OK-RVs can access,32,,NH ND PT NW NS NR N$,BC,9.9,N,Port Alice
-120.64,50.08,MARQ,Marquart Lake,SF,,,2wd OK-RVs can access,13,3800,NH ND PT NW NS NR L$,BC,9.1,SW,Quilchena
-122.598,50.928,MARS,Marshall Lake N.,SF,,,2wd OK-small RVs can access - swimming,5,3800,NH ND PT NW NS NR N$,BC,,,
-118.199,51.149,MART,Martha Creek Provincial Park,PP,250 837.5734,,,25,1956,NR,BC,,,
-126.109,54.308,MAXA,Maxan Lake,SF,,,2wd OK-RVs can access,13,2600,NH ND PT NW NS NR N$,BC,,,
-119.169,49.764,MCCU,Mcculloch Reservoir,SF,,,2wd OK-RVs can access,13,4100,NH ND PT NW NS NR L$,BC,22.3,NE,Naramata
-123.425,48.675,MCDO,McDonald  - Gulf Island National Park,CNP,250.654.4000,,,,,RS,BC,4,N,North Saanich
-117.832,50.115,MCDC,McDonald Creek Provincial Park,PP,250.265.3592,,,46,1515,RS,BC,,,
-122.35,51.974,MCIN,Mcintyre Lake,SF,,,2wd OK-RVs can access,5,3000,NH ND PT NW NS NR N$,BC,7.7,E,Riske Creek
-115.945,50.766,MCLE,McLeod Meadows - Kootenay National Park,CNP,250.347.9505,,,98,3715,NH FT NR,BC,9.4,NE,Edgewater
-122.966,54.53,MERT,Merton Lake,SF,,,2wd OK,5,2700,NH ND PT NW NS NR N$,BC,,,
-129.295,56.089,MEZI,Meziadin Lake Provincial Park,PP,250.638.8490,,,66,,NR,BC,,,
-125.443,49.994,MILL,Miller Creek,SF,,,,25,,NH ND PT NW NS NR L$,BC,,,
-125.096,49.847,MIRA,Miracle Beach Provincial Park,PP,250.474.1336,,,200,,RS,BC,1.8,NE,Black Creek
-120.545,49.813,MISS,Missezula Lake N.,SF,,,2wd OK,10,3300,NH ND PT NW NS NR N$,BC,,,
-121.696,55.807,MOBE,Moberly Lake Provincial Park,PP,250.964.2243,,,109,2446,RS,BC,2.3,SE,Moberly Lake
-116.431,51.424,MONA,Monarch - Yoho National Park,CNP,250.343.6783,,,44,4231,VT NR,BC,3.1,NE,Field
-120.536,50.177,MONC,Monck Provincial Park,PP,250.315.0253,,,120,2143,RS,BC,2,W,Quilchena
-121.202,54.766,MONK,Monkman Provincial Park,PP,604.660.2421,,,20,2889,NR,BC,,,
-123.404,48.901,MONT,Montague Provincial Marine Park,PP,250.539.2115,,take ferry,25,,RS,BC,5.9,NW,Mayne Island
-130.067,57.986,MORC,Morchuea Lake,SF,,,2wd OK-large RVs can access,8,3100,NH ND PT NW NS NR N$,BC,,,
-132.025,53.053,MORE,Moresby Camp,SF,,,2wd OK,8,,NH ND PT NW NS NR N$,BC,,,
-125.483,50.124,MORT,Morton Lake Provincial Park,PP,250.474.1336,,,24,,RS,BC,11.9,W,Heriot Bay
-132.068,53.071,MOSQ,Mosquito Lake,SF,,,2wd OK,10,,NH ND PT NW NS NR N$,BC,,,
-115.101,49.488,MOUF,Mount Fernie Provincial Park,PP,250.422.3003,,,40,,RS,BC,2,SW,Fernie
-117.574,51.259,MOUS,Mount Sir Donald - Glacier National Park,CNP,250.837.7500,,,15,3544,NH NR,BC,,,
-122.751,50.908,MOWS,Mowson Pond,SF,,,2wd OK-RVs can access,5,2600,NH ND PT NW NS NR N$,BC,,,
-115.843,49.373,MOYI,Moyie Lake Provincial Park,PP,250.422.3003,,,111,,RS,BC,,,
-126.163,49.874,MUCH,Muchalat Lake,SF,,,2wd OK-swimming,40,,NH ND PT NW NS NR L$,BC,,,
-120.703,49.076,MULE,Mule Deer - Manning Provincial Park,PP,604.795.6161,,,,3687,NR,BC,3.6,E,Manning Park
-120.931,49.555,MURP,Murphy Lakes W.,SF,,,2wd OK,5,4000,NH ND PT NW NS NR N$,BC,,,
-121.005,49.802,MURR,Murray Lake N.,SF,,,2wd OK,13,3600,NH ND PT NW NS NR N$,BC,,,
-125.074,49.195,NAHR,Nahmint Lake Rec Site,SF,,,2wd OK,13,,NH ND PT NW NS NR N$,BC,,,
-127.866,50.705,NAHW,Nahwitti Lake,SF,,,2wd OK,8,,NH ND PT NW NS NR N$,BC,,,
-122.813,50.296,NAIR,Nairn Falls Provincial Park,PP,604.986.9371,,,94,,RS,BC,1.8,S,Pemberton
-117.941,49.261,NANC,Nancy Greene Provincial Park,PP,250 837.5734,,,10,,NR,BC,12.4,SW,Robson
-124.334,49.912,NANT,Nanton Lake,SF,,,2wd OK-small RVs can access,15,,NH ND PT NW NS NR N$,BC,,,
-118.996,50.135,NICK,Nicklen Lake,SF,,,2wd OK-RVs can access,5,4300,NH ND PT NW NS NR N$,BC,,,
-129.099,55.196,NISG,Nisgaa Memorial Lava Bed,PP,,,,16,,NR,BC,9.9,W,Nisgaa Provincial Park
-124.672,48.809,NITI,Nitinat Lake,SF,,,2wd OK -,50,,NH ND PT NW NS NR L$,BC,,,
-124.387,48.899,NIXO,Nixon Creek,SF,,,2wd OK-RVs can access,50,,NH ND PT NW NS NR L$,BC,8.8,W,Youbou
-121.047,50.16,NKWA,Nkwala,SF,,,2wd OK,20,1700,NH ND PT NW NS NR N$,BC,,,
-118.665,50.709,NOIS,Noisy Creek,SF,,,swimming,60,,NH ND PT NW NS NR L$,BC,15.5,E,Swansea Point
-126.408,53.985,NORA,Noralee E.,SF,,,2wd OK-RVs can access - swimming,5,2400,NH ND PT NW NS NR N$,BC,,,
-126.457,53.982,NORA,Noralee W.,SF,,,2wd OK-RVs can access,5,2400,NH ND PT NW NS NR N$,BC,,,
-115.483,49.538,NORL,Norbury Lake Provincial Park,PP,250.422.3003,,,46,,NR,BC,8.8,N,Wardner
-119.73,49.689,NORO,North - Okanagan Lake Provincial Park,PP,250.548.0076,,,80,,RS,BC,,,
-119.827,51.344,NORT,North Barriere Lake,SF,,,2wd OK-RVs can access,25,2100,NH ND PT NW NS NR L$,BC,,,
-122.457,49.333,NORB,North Beach - Golden Ears Provincial Park,PP,604.466.8325,,,55,,NR,BC,,,
-115.267,49.345,NORT,North Star Lake,SF,,,2wd OK-RVs can access,10,2800,NH ND PT NW NS NR L$,BC,2.7,SW,Galloway
-120.094,51.628,NORT,North Thompson River Provincial Park,PP,250.674.2194,,,61,,RS,BC,,,
-122.016,52.782,NYLA,Nyland Lake,SF,,,2wd OK,5,3300,NH ND PT NW NS NR N$,BC,,,
-119.581,49.341,OKAN,Okanagan Falls Provincial Park,PP,,,,,,NR,BC,13.4,NE,Cawston
-124.715,49.991,OKEO,Okeover Arm Provincial Park,PP,,,,14,,VT DW NR,BC,13.7,NW,Powell River
-120.178,49.382,OLHE,Old Hedley Road E.,SF,,,2wd OK-RVs can access - swimming,15,1800,NH ND PT NW NS NR L$,BC,27.3,SW,Summerland
-120.193,49.384,OLHW,Old Hedley Road W.,SF,,,2wd OK-RVs can access - swimming,10,1800,NH ND PT NW NS NR L$,BC,27.8,SW,Summerland
-120.28,55.309,ONEI,One Island Lake Provincial Park,PP,250.242.8054,,,30,2999,NR,BC,18.8,SW,Tomslake
-122.279,53.747,OPAT,Opatcho Lake,SF,,,2wd OK-rocky ground in campsites,5,2700,NH ND PT NW NS NR N$,BC,,,
-125.579,50.03,ORCH,Orchard Meadow,SF,,,2wd OK-RVs can access,15,,NH ND PT NW NS NR N$,BC,,,
-124.67,54.181,ORMO,Ormond Lake,SF,,,2wd OK,10,2800,NH ND PT NW NS NR N$,BC,9.5,NW,Fort Fraser
-120.204,49.715,OSPR,Osprey Lake N.,SF,,,2wd OK,10,3600,NH ND PT NW NS NR L$,BC,,,
-120.774,49.587,OTTE,Otter Lake Provincial Park,PP,604.795.6161,,,45,,RS,BC,,,
-126.76,54.115,OWEN,Owen Lake,SF,,,2wd OK-RVs can access - swimming,13,2500,NH ND PT NW NS NR N$,BC,41.7,S,Telkwa
-124.38,54.419,PAAR,Paarens Beach Provincial Park,PP,250.964.3489,,,36,2252,RS,BC,,,
-115.512,50.131,PACK,Packrat Point - Whiteswan Provincial Park,PP,250.422.3003,,,104,3798,NR,BC,,,
-115.572,50.532,PALL,Palliser-Albert,SF,,,2wd OK,5,3600,NH ND PT NW NS NR N$,BC,18.9,E,Windermere
-120.658,50.526,PASK,Paska Lake,SF,,,2wd OK-RVs can access,50,4800,NH ND PT NW NS NR L$,BC,7.3,E,Logan Lake
-120.477,50.839,PASS,Pass Lake,SF,,,2wd OK-RVs can access,13,3200,NH ND PT NW NS NR L$,BC,17.1,E,Savona
-126.251,54.764,PAUL,Paul Lake,SF,,,2wd OK,5,3000,NH ND PT NW NS NR N$,BC,,,
-120.109,50.75,PAUL,Paul Lake Provincial Park,PP,250.828.9533,,,90,2808,NR,BC,10.9,NE,Kamloops
-119.973,49.835,PEAC,Peachland Lake,SF,,,2wd OK,8,4200,NH ND PT NW NS NR N$,BC,,,
-123.637,53.323,PELI,Pelican Lake S,SF,,,2wd OK,10,2700,NH ND PT NW NS NR N$,BC,,,
-125.684,54.495,PEND,Pendleton Bay - Babine Lake Provincial Marine Park,PP,250 692.7724,,,16,2656,NR,BC,24.6,E,Topley
-120.316,50.3,PETE,Peterhope Lake N.,SF,,,2wd OK-large RVs can access - drive slow - trucks,27,3600,NH ND PT NW NS NR L$,BC,11.8,NE,Quilchena
-124.731,54.101,PETB,Petersons Beach,SF,,,2wd OK,40,2200,NH ND PT NW NS NR L$,BC,7.7,W,Fort Fraser
-123.787,55.073,PHIL,Philip Lakes,SF,,,2wd OK,5,3300,NH ND PT NW NS NR N$,BC,,,
-120.159,49.382,PICK,Pickard Creek,SF,,,2wd OK-swimming,15,1800,NH ND PT NW NS NR L$,BC,26.7,SW,Summerland
-124.262,48.888,PINE,Pine Point Site,SF,,,2wd OK-RVs can access - swimming,60,,NH ND PT NW NS NR L$,BC,3.2,NW,Youbou
-125.664,54.375,PINK,Pinkut Lake,SF,,,2wd OK-RVs can access,5,3100,NH ND PT NW NS NR N$,BC,10.6,N,Burns Lake
-125.449,52.609,POIS,Poison Lake,SF,,,2wd OK,5,3600,NH ND PT NW NS NR N$,BC,,,
-126.91,53.976,POPL,Poplar Lake,SF,,,2wd OK-swimming,10,2800,NH ND PT NW NS NR N$,BC,,,
-123.75,49.506,PORP,Porpoise Bay Provincial Park,PP,604.885.3714,,,84,,RS,BC,2.2,N,Sechelt
-123.233,49.56,PORT,Porteau Cove Provincial Park,PP,604.986.9371,,,44,,RS,BC,,,
-119.213,49.993,POST,Postill Lake,SF,,,2wd OK-RVs can access,5,4600,NH ND PT NW NS NR N$,BC,14.6,NE,Kelowna
-118.534,52.093,POTL,Potlatch Creek,SF,,,2wd OK-RVs can access,15,2500,NH ND PT NW NS NR N$,BC,,,
-120.986,52.422,PRAI,Prairie Creek,SF,,,2wd OK-RVs can access,5,2600,NH ND PT NW NS NR N$,BC,19.2,E,Horsefly
-120.036,50.422,PRAT,Pratt Lake,SF,,,2wd OK,8,4300,NH ND PT NW NS NR N$,BC,12.1,W,Westwold
-115.648,49.916,PREM,Premier Lake Provincial Park,PP,250.422.3003,,,56,,RS,BC,3.8,E,Skookumchuck
-123.272,48.766,PRIO,Prior Centennial - Gulf Island National Park,CNP,250.654.4000,,take ferry,,,RS,BC,1,SW,Pender Island
-130.133,54.241,PRUD,Prudhomme Lake Provincial Park,PP,250.638.8490,,,24,,NR,BC,6.5,E,Port Edward
-123.036,53.426,PUNC,Punchaw Lake,SF,,,2wd OK,5,2600,NH ND PT NW NS NR N$,BC,,,
-124.071,52.171,PUNT,Puntzi Lake,SF,,,2wd OK-RVs can access - swimming,5,3100,NH ND PT NW NS NR N$,BC,,,
-121.958,53.914,PURD,Purden Lake Provincial Park,PP,250.964.3489,,,78,2594,NR,BC,13.6,SW,Sinclair Mills
-125.585,50.298,PYEB,Pye Bay,SF,,,2wd OK,8,,NH ND PT NW NS NR N$,BC,,,
-125.571,50.289,PYBE,Pye Beach,SF,,,2wd OK,10,,NH ND PT NW NS NR N$,BC,,,
-120.133,51.963,PYRA,Pyramid  - Wells Gray Provincial Park,PP,250.674.2194,,,50,2642,NR,BC,,,
-121.676,52.664,QUES,Quesnel Forks,SF,,,2wd OK-RVs can access,10,2200,NH ND PT NW NS NR N$,BC,,,
-125.297,50.037,QUIN,Quinsam - Elk Falls Provincial Park,PP,250.474.1336,,,122,,RS,BC,1.1,W,Campbell River
-121.51,52.507,RAFT,Raft Creek,SF,,,2wd OK-RVs can access,10,2400,NH ND PT NW NS NR N$,BC,,,
-125.528,49.632,RALP,Ralph River - Strathcona Provincial Park,PP,250.474.1336,,,85,,NR,BC,,,
-120.492,49.664,RAMP,Rampart Lake,SF,,,2wd OK,8,4500,NH ND PT NW NS NR N$,BC,14.1,N,Princeton
-121.671,49.097,RAPI,Rapids,SF,,,2wd OK-res (604) 858-0020,25,,NH ND PT NW NS RS L$,BC,8.5,SE,Rosedale
-124.272,49.325,RATH,Rathtrevor Beach Provincial Park,PP,250.474.1336,,,150,,RS,BC,1.9,E,Parksville
